home_team,away_team,home_Ball Receipt*,home_Ball Recovery,home_Block,home_Carry,home_Clearance,home_Dispossessed,home_Dribble,home_Dribbled Past,home_Duel,home_Error,home_Foul Committed,home_Foul Won,home_Goal Keeper,home_Interception,home_Miscontrol,home_Own Goal Against,home_Pass,home_Player Off,home_Player On,home_Pressure,home_Shot,home_Offside,home_Shield,home_Bad Behaviour,home_50/50,away_Ball Receipt*,away_Ball Recovery,away_Block,away_Carry,away_Clearance,away_Dispossessed,away_Dribble,away_Dribbled Past,away_Duel,away_Error,away_Foul Committed,away_Foul Won,away_Goal Keeper,away_Interception,away_Miscontrol,away_Own Goal Against,away_Pass,away_Player Off,away_Player On,away_Pressure,away_Shot,away_Offside,away_Shield,away_Bad Behaviour,away_50/50,diff_50/50,diff_Bad Behaviour,diff_Ball Receipt*,diff_Ball Recovery,diff_Block,diff_Carry,diff_Clearance,diff_Dispossessed,diff_Dribble,diff_Dribbled Past,diff_Duel,diff_Error,diff_Foul Committed,diff_Foul Won,diff_Goal Keeper,diff_Interception,diff_Miscontrol,diff_Offside,diff_Own Goal Against,diff_Pass,diff_Player Off,diff_Player On,diff_Pressure,diff_Shield,diff_Shot,relative_diff_50/50,relative_diff_Bad Behaviour,relative_diff_Ball Recovery,relative_diff_Block,relative_diff_Carry,relative_diff_Clearance,relative_diff_Dispossessed,relative_diff_Dribble,relative_diff_Dribbled Past,relative_diff_Duel,relative_diff_Error,relative_diff_Foul Committed,relative_diff_Foul Won,relative_diff_Goal Keeper,relative_diff_Interception,relative_diff_Miscontrol,relative_diff_Offside,relative_diff_Own Goal Against,relative_diff_Pass,relative_diff_Player Off,relative_diff_Player On,relative_diff_Pressure,relative_diff_Shield,relative_diff_Shot,sum_50/50,sum_Bad Behaviour,sum_Ball Receipt*,sum_Ball Recovery,sum_Block,sum_Carry,sum_Clearance,sum_Dispossessed,sum_Dribble,sum_Dribbled Past,sum_Duel,sum_Error,sum_Foul Committed,sum_Foul Won,sum_Goal Keeper,sum_Interception,sum_Miscontrol,sum_Offside,sum_Own Goal Against,sum_Pass,sum_Player Off,sum_Player On,sum_Pressure,sum_Shield,sum_Shot
Argentina,France,26859.0,1799.0,591.0,23232.0,449.0,632.0,1170.0,329.0,963.0,11.0,444.0,801.0,911.0,313.0,507.0,2.0,27016.0,18.0,18.0,4893.0,1022.0,5.0,19.0,28.0,91.0,15856.0,1033.0,475.0,13634.0,341.0,382.0,834.0,169.0,633.0,9.0,325.0,394.0,159.0,311.0,393.0,0.0,15275.0,19.0,19.0,3755.0,531.0,3.0,23.0,11.0,56.0,35.0,17.0,11003.0,766.0,116.0,9598.0,108.0,250.0,336.0,160.0,330.0,2.0,119.0,407.0,752.0,2.0,114.0,2.0,2.0,11741.0,-1.0,-1.0,1138.0,-4.0,491.0,0.23809523647554262,0.4358974247205789,0.27048022589319204,0.10881801115495494,0.26034828838874985,0.1367088605864445,0.2465483232282561,0.16766467057501763,0.3212851399170981,0.20676691716367987,0.09999999500000024,0.15474642372594744,0.34058577377356836,0.702803737660931,0.0032051281999917816,0.12666666652592593,0.24999996875000394,0.99999950000025,0.27762408076712247,-0.027027026296566857,-0.027027026296566857,0.13159111931873368,-0.0952380929705216,0.31616226637722966,147.0,39.0,42715.0,2832.0,1066.0,36866.0,790.0,1014.0,2004.0,498.0,1596.0,20.0,769.0,1195.0,1070.0,624.0,900.0,8.0,2.0,42291.0,37.0,37.0,8648.0,42.0,1553.0
