player_id,player_name,team_name,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Interception,Miscontrol,Offside,Pass,Player Off,Player On,Pressure,Shield,Shot,match_id,Bad Behaviour,Own Goal Against,50/50,Own Goal For
3054,Fernando Luiz Roza,Brazil,7,2,1,8,0,0,1,1,0,0.0,2,1,0,0,0,0.0,13,0.0,0.0,9,0.0,2,7533,,,,
3063,Danilo Luiz da Silva,Brazil,43,6,0,46,1,0,1,3,2,0.0,0,1,0,0,0,0.0,57,0.0,0.0,19,0.0,0,7533,,,,
3202,Gabriel Fernando de Jesus,Brazil,29,5,1,26,0,1,6,1,1,0.0,2,0,0,3,3,0.0,20,0.0,0.0,41,0.0,1,7533,,,,
3295,Thiago Emiliano da Silva,Brazil,44,4,1,44,3,0,0,0,1,0.0,1,0,0,4,0,0.0,55,0.0,0.0,4,0.0,2,7533,,,,
3472,Willian Borges da Silva,Brazil,47,3,2,41,0,1,3,3,0,0.0,2,1,0,1,0,0.0,41,0.0,0.0,30,0.0,2,7533,,,,
3500,Granit Xhaka,Switzerland,52,1,2,49,1,1,0,5,2,0.0,3,1,0,1,0,0.0,59,0.0,0.0,23,0.0,0,7533,,,,
3501,Philippe Coutinho Correia,Brazil,74,5,2,70,0,1,1,1,0,0.0,2,1,0,0,2,0.0,76,0.0,0.0,29,0.0,4,7533,,,,
3533,Xherdan Shaqiri,Switzerland,56,5,1,49,0,0,5,1,3,0.0,0,2,0,2,1,0.0,47,0.0,0.0,30,0.0,1,7533,,,,
3535,Roberto Firmino Barbosa de Oliveira,Brazil,17,0,0,8,0,1,1,0,1,0.0,1,0,0,1,1,0.0,5,0.0,0.0,7,0.0,2,7533,,,,
4320,Neymar da Silva Santos Junior,Brazil,68,3,0,63,0,6,13,0,1,0.0,0,11,0,0,3,1.0,40,0.0,0.0,20,0.0,4,7533,,,,
5537,Fabian Lukas Schär,Switzerland,44,4,3,49,7,0,0,1,2,1.0,1,0,0,3,0,0.0,58,1.0,1.0,10,0.0,0,7533,,,,
5538,Denis Lemi Zakaria Lako Lado,Switzerland,2,1,0,3,0,0,0,0,0,0.0,1,0,0,0,0,0.0,4,0.0,0.0,15,0.0,0,7533,,,,
5539,Carlos Henrique Casimiro,Brazil,23,6,2,33,3,0,3,1,1,0.0,1,0,0,5,0,0.0,36,1.0,1.0,16,1.0,1,7533,,,,
5540,Valon Behrami,Switzerland,34,3,3,40,2,0,0,4,5,0.0,4,0,0,3,1,0.0,45,1.0,1.0,32,0.0,0,7533,,,,
5541,Stephan Lichtsteiner,Switzerland,37,5,4,29,1,0,3,3,2,0.0,1,0,0,1,1,0.0,47,0.0,0.0,24,0.0,1,7533,,,,
5542,José Paulo Bezzera Maciel Júnior,Brazil,35,3,0,28,0,1,0,0,1,0.0,0,2,0,1,3,0.0,27,0.0,0.0,20,0.0,1,7533,,,,
5543,Haris Seferović,Switzerland,40,1,0,13,2,0,1,3,0,0.0,2,1,0,1,2,0.0,11,0.0,0.0,22,0.0,0,7533,,,,
5544,Ricardo Iván Rodríguez Araya,Switzerland,36,2,3,32,3,0,2,1,1,0.0,0,1,0,0,0,0.0,39,0.0,0.0,22,0.0,0,7533,,,,
5545,Breel-Donald Embolo,Switzerland,4,0,0,1,2,0,1,0,2,0.0,1,1,0,0,0,0.0,0,0.0,0.0,8,0.0,0,7533,,,,
5546,Michael Lang,Switzerland,0,0,1,1,0,0,0,0,0,0.0,2,0,0,1,0,0.0,2,0.0,0.0,2,0.0,0,7533,,,,
5547,Alisson Ramsés Becker,Brazil,5,5,0,9,0,0,0,0,0,0.0,0,0,8,0,0,0.0,12,0.0,0.0,0,0.0,0,7533,,,,
5548,Steven Zuber,Switzerland,39,4,0,32,1,0,5,1,1,0.0,1,1,0,0,0,0.0,30,0.0,0.0,27,0.0,2,7533,,,,
5549,Manuel Obafemi Akanji,Switzerland,54,4,3,59,1,0,1,1,3,0.0,0,1,0,1,0,0.0,69,0.0,0.0,9,0.0,0,7533,,,,
5550,Yann Sommer,Switzerland,11,5,0,12,0,0,0,0,0,0.0,0,0,21,0,0,0.0,24,0.0,0.0,0,0.0,0,7533,,,,
5551,João Miranda de Souza Filho,Brazil,56,3,1,60,3,0,1,0,4,0.0,1,1,0,1,1,0.0,69,0.0,0.0,7,0.0,1,7533,,,,
5552,Marcelo Vieira da Silva Júnior,Brazil,78,6,7,83,1,1,1,1,4,0.0,0,2,0,5,1,0.0,87,0.0,0.0,26,0.0,0,7533,,,,
5553,Renato Soares de Oliveira Augusto,Brazil,18,3,0,16,0,1,0,0,0,0.0,0,1,0,1,1,0.0,17,0.0,0.0,6,0.0,1,7533,,,,
5554,Blerim Džemaili,Switzerland,43,3,2,28,1,1,2,5,3,0.0,5,3,0,2,2,0.0,23,0.0,0.0,42,0.0,3,7533,,,,
3381,Nemanja Matić,Serbia,32,7,2,29,1,1,0,3,6,0.0,4,2,0,0,2,,35,0.0,0.0,32,0.0,1,7550,0.0,,,
3455,Luka Milivojević,Serbia,19,3,1,18,0,0,1,1,1,0.0,2,0,0,1,1,,23,1.0,1.0,25,0.0,0,7550,0.0,,,
3500,Granit Xhaka,Switzerland,72,13,1,70,1,0,0,2,2,0.0,1,1,0,0,1,,90,0.0,0.0,11,0.0,2,7550,0.0,,,
3533,Xherdan Shaqiri,Switzerland,69,7,0,56,0,3,6,0,1,0.0,2,5,0,1,3,,50,0.0,0.0,13,0.0,7,7550,1.0,,,
3831,Dušan Tadić,Serbia,29,3,0,22,1,0,4,0,2,0.0,0,1,0,1,1,,24,0.0,0.0,37,0.0,2,7550,0.0,,,
4269,Aleksandar Mitrović,Serbia,58,1,1,26,0,2,3,0,2,0.0,4,3,0,0,3,,19,0.0,0.0,48,0.0,6,7550,1.0,,,
5537,Fabian Lukas Schär,Switzerland,54,7,1,52,2,0,0,0,5,0.0,1,2,0,2,0,,72,0.0,0.0,7,0.0,1,7550,0.0,,,
5540,Valon Behrami,Switzerland,54,4,1,54,0,1,1,1,5,0.0,2,3,0,0,0,,62,0.0,0.0,29,0.0,0,7550,0.0,,,
5541,Stephan Lichtsteiner,Switzerland,45,4,3,41,0,2,4,0,3,0.0,0,3,0,1,3,,51,0.0,0.0,13,0.0,1,7550,0.0,,,
5543,Haris Seferović,Switzerland,14,0,0,1,1,0,0,0,0,0.0,1,0,0,0,0,,4,0.0,0.0,5,0.0,0,7550,0.0,,,
5544,Ricardo Iván Rodríguez Araya,Switzerland,38,2,1,32,0,0,2,1,2,0.0,2,0,0,1,1,,48,0.0,0.0,16,0.0,2,7550,0.0,,,
5545,Breel-Donald Embolo,Switzerland,16,3,0,13,0,1,5,0,0,0.0,0,0,0,0,0,,10,0.0,0.0,4,0.0,1,7550,0.0,,,
5548,Steven Zuber,Switzerland,50,4,0,32,1,0,4,1,3,0.0,0,1,0,0,2,,37,0.0,0.0,12,0.0,0,7550,0.0,,,
5549,Manuel Obafemi Akanji,Switzerland,58,4,2,60,4,0,1,3,3,0.0,2,2,0,2,0,,69,0.0,0.0,11,1.0,2,7550,0.0,,,
5550,Yann Sommer,Switzerland,22,4,0,24,0,0,0,0,0,0.0,0,0,14,0,0,,35,0.0,0.0,0,0.0,0,7550,0.0,,,
5554,Blerim Džemaili,Switzerland,32,1,1,19,0,2,0,0,3,0.0,2,1,0,1,5,,20,0.0,0.0,12,0.0,2,7550,0.0,,,
5580,Duško Tošić,Serbia,32,2,1,32,4,0,1,1,6,1.0,3,1,0,1,1,,40,0.0,0.0,12,0.0,0,7550,0.0,,,
5587,Adem Ljajić,Serbia,13,0,1,13,0,0,1,1,1,0.0,0,0,0,0,1,,11,0.0,0.0,10,0.0,1,7550,0.0,,,
5589,Sergej Milinković-Savić,Serbia,50,5,1,31,0,4,3,3,3,0.0,4,0,0,0,5,,27,0.0,0.0,62,0.0,1,7550,0.0,,,
5591,Filip Kostić,Serbia,28,2,0,23,0,2,2,0,6,0.0,0,1,0,1,1,,19,0.0,0.0,31,0.0,1,7550,0.0,,,
5594,Branislav Ivanović,Serbia,25,2,0,23,3,0,1,1,2,0.0,1,2,0,2,0,,41,0.0,0.0,13,0.0,0,7550,0.0,,,
5596,Aleksandar Kolarov,Serbia,23,5,3,25,1,0,0,2,1,0.0,2,2,0,5,2,,45,0.0,0.0,14,0.0,0,7550,0.0,,,
5601,Vladimir Stojković,Serbia,12,4,0,16,0,0,0,0,0,0.0,0,0,21,0,0,,33,0.0,0.0,0,0.0,0,7550,0.0,,,
5603,Nikola Milenković,Serbia,17,4,0,21,2,0,0,1,1,0.0,0,1,0,2,0,,27,0.0,0.0,9,0.0,0,7550,0.0,,,
5833,Nemanja Radonjić,Serbia,3,1,0,2,0,0,0,0,1,0.0,0,0,0,0,1,,3,0.0,0.0,3,0.0,0,7550,0.0,,,
5834,Mario Gavranović,Switzerland,19,0,0,7,0,0,2,0,1,0.0,0,2,0,0,0,,6,0.0,0.0,14,0.0,1,7550,0.0,,,
3500,Granit Xhaka,Switzerland,92,1,1,76,2,0,2,2,3,,0,0,0,2,1,,103,,,10,0.0,0,7568,0.0,0.0,,
3533,Xherdan Shaqiri,Switzerland,44,4,3,35,0,0,2,0,0,,1,2,0,0,2,,37,,,9,0.0,0,7568,0.0,0.0,,
5537,Fabian Lukas Schär,Switzerland,75,3,0,69,4,0,0,0,0,,2,0,0,0,0,,85,,,9,0.0,0,7568,0.0,0.0,,
5538,Denis Lemi Zakaria Lako Lado,Switzerland,18,2,0,15,0,2,0,0,2,,2,1,0,1,0,,22,,,7,0.0,0,7568,0.0,0.0,,
5540,Valon Behrami,Switzerland,37,6,2,39,0,0,0,2,2,,1,0,0,0,0,,48,,,14,0.0,1,7568,0.0,0.0,,
5541,Stephan Lichtsteiner,Switzerland,41,2,4,37,1,0,0,1,1,,1,3,0,1,0,,54,,,17,0.0,1,7568,0.0,0.0,,
5544,Ricardo Iván Rodríguez Araya,Switzerland,51,2,0,50,3,1,1,1,3,,2,1,0,0,1,,56,,,20,0.0,1,7568,0.0,0.0,,
5545,Breel-Donald Embolo,Switzerland,41,2,1,27,0,2,2,2,4,,0,3,0,2,2,,26,,,22,0.0,2,7568,0.0,0.0,,
5546,Michael Lang,Switzerland,4,0,1,4,1,0,0,2,0,,0,0,0,0,0,,5,,,1,0.0,0,7568,0.0,0.0,,
5549,Manuel Obafemi Akanji,Switzerland,63,2,2,64,0,0,0,1,4,,0,2,0,0,0,,77,,,14,1.0,0,7568,0.0,0.0,,
5550,Yann Sommer,Switzerland,18,5,0,23,0,0,0,0,0,,0,0,15,0,0,,35,,,0,0.0,0,7568,0.0,1.0,,
5554,Blerim Džemaili,Switzerland,40,4,0,31,0,1,3,2,2,,0,2,0,1,3,,31,,,30,0.0,3,7568,0.0,0.0,,
5581,Joel Nathaniel Campbell Samuels,Costa Rica,41,6,0,34,0,3,10,0,2,,2,2,0,0,6,,23,,,13,0.0,2,7568,0.0,0.0,,
5582,Celso Borges Mora,Costa Rica,33,1,1,23,0,0,0,1,4,,1,0,0,0,0,,40,,,19,0.0,3,7568,0.0,0.0,,
5584,Giancarlo González Castro,Costa Rica,23,2,5,25,6,0,1,0,1,,0,0,0,2,0,,33,,,1,0.0,0,7568,0.0,0.0,,
5585,Daniel Colindres Solera,Costa Rica,38,4,0,24,0,1,2,0,0,,3,1,0,1,2,,29,,,25,0.0,3,7568,0.0,0.0,,
5590,Johnny Acosta Zamora,Costa Rica,19,4,1,18,3,0,1,3,2,,0,1,0,1,0,,27,,,4,0.0,0,7568,0.0,0.0,,
5592,Bryan Ruiz González,Costa Rica,36,6,1,38,0,3,4,3,1,,1,2,0,0,0,,37,,,15,0.0,1,7568,0.0,0.0,,
5597,Keylor Navas Gamboa,Costa Rica,10,4,0,13,0,0,0,0,0,,0,0,17,0,0,,15,,,0,0.0,0,7568,0.0,0.0,,
5599,David Alberto Guzmán Pérez,Costa Rica,37,5,1,28,2,1,1,1,0,,2,0,0,1,1,,46,,,20,0.0,1,7568,0.0,0.0,,
5602,Cristian Gamboa Luna,Costa Rica,20,4,2,18,1,1,1,0,1,,2,2,0,0,0,,25,,,10,0.0,1,7568,0.0,0.0,,
5834,Mario Gavranović,Switzerland,21,3,1,9,0,1,0,0,0,,1,1,0,0,2,,11,,,16,0.0,2,7568,0.0,0.0,,
5835,Josip Drmic,Switzerland,10,0,1,6,0,0,0,0,1,,0,0,0,0,0,,5,,,3,0.0,3,7568,0.0,0.0,,
5836,Bryan Oviedo,Costa Rica,28,5,4,26,1,1,0,1,3,,3,1,0,4,0,,38,,,8,0.0,2,7568,0.0,0.0,,
6326,Rodney Wallace,Costa Rica,5,0,1,4,0,0,0,0,0,,1,0,0,0,0,,5,,,1,0.0,0,7568,0.0,0.0,,
6327,Rándall Azofeifa Corrales,Costa Rica,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,,2,,,0,0.0,0,7568,0.0,0.0,,
6328,Kendall Jamaal Waston Manley,Costa Rica,28,1,3,25,4,0,0,1,0,,0,1,0,4,0,,41,,,2,0.0,1,7568,1.0,0.0,,
6329,Ian Rey Smith Quiros,Costa Rica,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,,1,,,0,0.0,0,7568,0.0,0.0,,
3500,Granit Xhaka,Switzerland,83,12,1,87,1,1,1,2,1,,3,2,0,0,2,,95,,,14,0.0,2,7586,,,,
3533,Xherdan Shaqiri,Switzerland,67,7,1,60,0,1,1,0,1,,1,0,0,0,1,,63,,,9,0.0,4,7586,,,,
3576,Martin Olsson,Sweden,3,1,0,4,0,1,0,0,0,,0,1,0,0,1,,3,,,8,0.0,0,7586,,,,
3702,Victor Nilsson Lindelöf,Sweden,15,2,1,16,4,0,0,0,0,,0,0,0,0,1,,28,,,3,0.0,0,7586,,,,
4417,Ola Toivonen,Sweden,38,2,3,11,2,2,0,0,4,,0,3,0,0,1,,21,,,42,0.0,2,7586,,,,
5540,Valon Behrami,Switzerland,68,4,2,66,0,0,0,1,2,,3,3,0,2,0,,76,,,22,0.0,0,7586,,,,
5543,Haris Seferović,Switzerland,12,0,0,5,1,0,0,0,0,,0,0,0,0,1,,5,,,1,0.0,1,7586,,,,
5544,Ricardo Iván Rodríguez Araya,Switzerland,60,7,1,57,2,0,3,0,0,,1,1,0,0,0,,73,,,9,0.0,3,7586,,,,
5545,Breel-Donald Embolo,Switzerland,12,0,0,7,0,1,1,0,0,,1,0,0,0,2,,6,,,1,0.0,1,7586,,,,
5546,Michael Lang,Switzerland,49,3,3,43,2,0,0,0,1,,1,0,0,2,0,,56,,,11,0.0,1,7586,,,,
5548,Steven Zuber,Switzerland,41,3,1,18,1,0,0,1,5,,1,0,0,0,2,,25,,,12,0.0,2,7586,,,,
5549,Manuel Obafemi Akanji,Switzerland,74,3,2,68,3,0,0,0,1,,1,3,0,2,0,,89,,,7,0.0,0,7586,,,,
5550,Yann Sommer,Switzerland,12,4,0,12,0,0,0,0,0,,0,0,12,0,0,,28,,,0,0.0,0,7586,,,,
5554,Blerim Džemaili,Switzerland,25,2,2,15,0,2,0,1,1,,2,0,0,0,0,,18,,,19,0.0,1,7586,,,,
5607,Andreas Granqvist,Sweden,19,1,1,18,7,0,0,0,0,,0,1,0,1,1,,25,,,4,0.0,0,7586,,,,
5611,Gustav Svensson,Sweden,13,4,2,14,2,0,0,1,4,,1,0,0,0,0,,20,,,32,0.0,0,7586,,,,
5612,Mikael Lustig,Sweden,24,5,3,14,7,0,0,1,3,,1,0,0,0,1,,35,,,25,0.0,1,7586,,,,
5613,Viktor Claesson,Sweden,19,12,9,23,3,0,2,1,2,,0,4,0,1,2,,37,,,37,0.0,0,7586,,,,
5615,Isaac Kiese Thelin,Sweden,3,0,0,2,0,0,0,0,0,,0,0,0,0,1,,3,,,4,0.0,0,7586,,,,
5621,Ludwig Augustinsson,Sweden,14,6,2,15,2,0,0,0,1,,1,0,0,0,0,,30,,,21,0.0,0,7586,,,,
5622,Robin Olsen,Sweden,9,7,0,11,0,0,0,0,0,,0,0,20,0,0,,24,,,0,0.0,0,7586,,,,
5624,Albin Ekdal,Sweden,25,4,4,23,0,1,4,0,2,,0,1,0,3,0,,29,,,27,0.0,3,7586,,,,
5625,Emil Peter Forsberg,Sweden,32,1,2,25,0,0,2,0,1,,1,4,0,1,0,,24,,,29,2.0,3,7586,,,,
5835,Josip Drmic,Switzerland,35,2,0,13,0,0,1,0,2,,1,1,0,0,2,,15,,,12,0.0,1,7586,,,,
6358,Emil Krafth,Sweden,2,0,2,2,0,0,0,0,0,,0,0,0,0,0,,3,,,3,0.0,0,7586,,,,
6359,Johan Danon Djourou-Gbadjere,Switzerland,61,3,0,56,3,0,0,0,1,,1,2,0,1,0,,66,,,4,0.0,0,7586,,,,
11098,Marcus Berg,Sweden,38,2,3,13,0,0,0,1,5,,8,1,0,0,4,,22,,,47,0.0,3,7586,,,,
3726,Gerard Deulofeu Lázaro,Barcelona,43,2,1,34,0,1,2,0,1,0.0,0,1,0,1,2,,37,,,14,0.0,2,9575,,0.0,0.0,
5203,Sergio Busquets i Burgos,Barcelona,87,2,3,69,0,0,0,2,3,0.0,5,3,0,4,0,,98,,,19,0.0,0,9575,,0.0,0.0,
5211,Jordi Alba Ramos,Barcelona,59,7,2,53,1,1,1,0,0,0.0,2,0,0,3,0,,77,,,11,0.0,0,9575,,0.0,0.0,
5470,Ivan Rakitić,Barcelona,86,11,0,89,0,2,3,0,1,0.0,1,0,0,2,0,,99,,,17,0.0,0,9575,,0.0,0.0,
5492,Samuel Yves Umtiti,Barcelona,63,5,0,62,2,1,0,2,0,0.0,1,1,0,3,0,,73,,,9,1.0,0,9575,,0.0,0.0,
5503,Lionel Andrés Messi Cuccittini,Barcelona,79,3,2,67,0,2,11,0,0,0.0,0,4,0,0,2,,63,,,14,0.0,10,9575,,0.0,0.0,
5506,Javier Alejandro Mascherano,Barcelona,51,2,2,47,1,0,0,0,3,0.0,4,0,0,0,0,,57,,,13,0.0,0,9575,,0.0,0.0,
5563,José Andrés Guardado Hernández,Real Betis,40,0,4,30,2,0,1,2,2,0.0,1,1,0,0,0,,45,,,38,0.0,0,9575,,0.0,0.0,
6374,Nélson Cabral Semedo,Barcelona,47,4,0,48,0,0,3,1,3,0.0,0,0,0,0,0,,63,,,14,0.0,0,9575,,0.0,1.0,
6379,Sergi Roberto Carnicer,Barcelona,60,5,4,52,0,3,4,2,2,0.0,3,3,0,0,2,,56,,,25,0.0,2,9575,,0.0,0.0,
6400,Aleix Vidal Parreu,Barcelona,12,0,0,8,0,1,1,0,0,0.0,0,1,0,0,1,,8,,,7,0.0,0,9575,,0.0,0.0,
6402,Francisco Alcácer García,Barcelona,39,2,1,20,0,1,0,1,2,0.0,0,3,0,1,6,,20,,,13,0.0,1,9575,,0.0,0.0,
6609,Denis Suárez Fernández,Barcelona,11,1,0,6,0,0,1,0,0,0.0,0,0,0,0,0,,8,,,3,0.0,0,9575,,0.0,0.0,
6647,Zouhair Feddal,Real Betis,36,4,2,35,6,1,2,3,0,0.0,1,0,0,2,0,,46,,,8,0.0,0,9575,,0.0,0.0,
6648,Aïssa Mandi,Real Betis,54,2,4,47,2,0,0,1,2,0.0,1,0,0,3,1,,70,,,10,0.0,0,9575,,0.0,0.0,
6651,Joaquín Sánchez Rodríguez,Real Betis,45,4,2,38,1,0,4,2,3,0.0,3,1,0,0,5,,35,,,28,0.0,0,9575,,0.0,1.0,
6654,Antonio Adán Garrido,Real Betis,24,3,0,19,0,0,0,0,0,0.0,0,0,18,0,0,,41,,,0,0.0,0,9575,,0.0,0.0,
6655,Fabián Ruiz Peña,Real Betis,10,2,0,7,0,0,0,2,1,0.0,1,0,0,1,1,,9,,,12,0.0,1,9575,,0.0,0.0,
6657,Sergio León Limones,Real Betis,28,2,0,12,0,3,2,1,2,0.0,0,4,0,0,3,,11,,,27,0.0,1,9575,,0.0,0.0,
6659,Víctor Camarasa Ferrando,Real Betis,33,3,2,29,1,2,2,5,0,1.0,1,2,0,2,2,,26,,,48,0.0,0,9575,,0.0,0.0,
6663,Antonio Barragán Fernández,Real Betis,41,2,0,33,5,0,0,0,4,0.0,2,0,0,1,1,,53,,,12,0.0,0,9575,,0.0,0.0,
6831,Francisco Javier Guerrero Martín,Real Betis,4,1,3,4,0,0,1,1,0,0.0,2,0,0,1,0,,3,,,12,0.0,0,9575,,0.0,0.0,
6835,Alin Dorinel Toșca,Real Betis,30,1,4,26,1,0,0,2,4,0.0,0,0,0,2,1,,41,,,11,0.0,0,9575,,1.0,0.0,
6836,Francisco Javier García Fernández,Real Betis,6,2,1,8,0,0,0,0,0,0.0,2,1,0,0,0,,10,,,9,0.0,0,9575,,0.0,0.0,
6849,Lucas Digne,Barcelona,3,2,0,4,0,0,0,0,0,0.0,1,1,0,1,0,,3,,,0,0.0,0,9575,,0.0,0.0,
18867,Matías Nahuel Leiva Esquivel,Real Betis,40,3,2,28,1,0,1,0,1,0.0,2,1,0,3,3,,30,,,40,0.0,1,9575,,0.0,0.0,
20055,Marc-André ter Stegen,Barcelona,15,2,0,15,0,0,0,0,0,0.0,0,0,3,0,0,,23,,,0,0.0,0,9575,,0.0,0.0,
20062,Juan José Narváez Solarte,Real Betis,41,6,3,31,0,0,1,0,5,0.0,1,7,0,1,3,,30,,,44,0.0,0,9575,,0.0,0.0,
5203,Sergio Busquets i Burgos,Barcelona,41,3,2,39,0,1,1,5,0,,4,1,0,1,0,,51,,,37,,0,9754,0.0,,0.0,
5211,Jordi Alba Ramos,Barcelona,43,2,2,40,1,0,1,1,0,,2,0,0,2,2,,49,,,26,,0,9754,0.0,,0.0,
5213,Gerard Piqué Bernabéu,Barcelona,38,3,1,36,7,0,1,0,0,,4,0,0,0,1,,42,,,9,,0,9754,0.0,,1.0,
5246,Luis Alberto Suárez Díaz,Barcelona,55,1,1,30,0,0,3,2,1,,1,4,0,0,0,,36,,,19,,4,9754,0.0,,0.0,
5470,Ivan Rakitić,Barcelona,46,4,2,45,1,0,2,0,2,,2,2,0,0,0,,51,,,26,,0,9754,0.0,,0.0,
5477,Ousmane Dembélé,Barcelona,10,3,0,10,0,0,0,0,0,,0,2,0,1,1,,10,,,9,,0,9754,0.0,,0.0,
5503,Lionel Andrés Messi Cuccittini,Barcelona,48,4,0,40,0,0,5,0,1,,1,4,0,0,2,,40,,,13,,5,9754,0.0,,0.0,
5542,José Paulo Bezzera Maciel Júnior,Barcelona,31,0,0,22,0,2,3,0,2,,1,1,0,0,0,,20,,,26,,2,9754,0.0,,0.0,
6330,Adnan Januzaj,Real Sociedad,4,1,0,6,0,0,2,0,0,,0,0,0,0,0,,3,,,2,,0,9754,0.0,,0.0,
6332,Thomas Vermaelen,Barcelona,49,1,2,49,5,0,0,1,3,,0,0,0,0,0,,64,,,16,,0,9754,0.0,,0.0,
6379,Sergi Roberto Carnicer,Barcelona,41,5,4,43,1,1,3,0,2,,1,0,0,2,1,,64,,,13,,0,9754,1.0,,0.0,
6609,Denis Suárez Fernández,Barcelona,1,0,0,1,0,0,0,0,0,,0,0,0,0,1,,0,,,1,,0,9754,0.0,,0.0,
6669,David Zurutuza Veillet,Real Sociedad,22,0,1,22,0,0,2,1,2,,3,1,0,1,0,,23,,,28,,0,9754,0.0,,0.0,
6671,Asier Illarramendi Andonegi,Real Sociedad,53,7,2,61,0,0,0,1,1,,3,3,0,3,1,,71,,,24,,0,9754,0.0,,0.0,
6673,Sergio Canales Madrazo,Real Sociedad,50,2,1,57,0,0,4,0,1,,0,3,0,3,0,,57,,,14,,5,9754,0.0,,0.0,
6676,Igor Zubeldia Elorza,Real Sociedad,15,3,0,19,1,0,1,1,0,,1,1,0,1,0,,21,,,11,,1,9754,0.0,,0.0,
6685,Mikel Oyarzabal Ugarte,Real Sociedad,21,2,0,17,0,2,1,1,1,,1,1,0,0,1,,13,,,7,,2,9754,0.0,,0.0,
6689,Álvaro Odriozola Arzallus,Real Sociedad,46,5,2,48,1,0,5,1,2,,0,0,0,0,0,,56,,,17,,0,9754,0.0,,0.0,
6690,Xabier Prieto Argarate,Real Sociedad,38,1,2,37,2,1,0,0,2,,0,1,0,0,1,,39,,,46,,0,9754,0.0,,0.0,
6693,Raúl Rodríguez Navas,Real Sociedad,38,3,1,41,2,0,0,1,1,,1,0,0,1,0,,45,,,5,,0,9754,0.0,,0.0,
6694,Gerónimo Rulli,Real Sociedad,26,2,0,29,0,0,0,1,0,,0,0,15,0,0,,39,,,0,,0,9754,0.0,,0.0,
6695,Juan Miguel Jiménez López,Real Sociedad,14,2,2,12,1,1,0,2,1,,1,1,0,0,0,,11,,,15,,1,9754,0.0,,0.0,
6713,Diego Javier Llorente Ríos,Real Sociedad,40,3,2,45,2,0,1,1,1,,2,0,0,2,0,,52,,,14,,0,9754,0.0,,0.0,
6721,Willian José da Silva,Real Sociedad,34,2,0,28,1,2,0,1,3,,0,5,0,0,1,,26,,,34,,4,9754,0.0,,0.0,
6849,Lucas Digne,Barcelona,7,1,1,5,0,0,0,0,2,,0,0,0,0,0,,7,,,5,,0,9754,0.0,,0.0,
6885,Kévin Manuel Rodrigues,Real Sociedad,35,5,2,37,1,0,0,0,5,,3,0,0,1,4,,45,,,24,,0,9754,0.0,,1.0,
10802,André Filipe Tavares Gomes,Barcelona,37,3,2,32,1,4,0,2,2,,0,0,0,0,1,,29,,,33,,0,9754,0.0,,0.0,
20055,Marc-André ter Stegen,Barcelona,28,4,0,30,0,0,0,0,0,,0,0,14,0,0,,37,,,0,,0,9754,0.0,,0.0,
3501,Philippe Coutinho Correia,Barcelona,66,5,0,64,0,2,8,0,2,,0,3,0,1,4,,56,0.0,0.0,3,0.0,1,9774,,,,
5211,Jordi Alba Ramos,Barcelona,36,2,0,28,0,0,0,1,2,,1,1,0,1,0,,44,0.0,0.0,4,0.0,0,9774,,,,
5213,Gerard Piqué Bernabéu,Barcelona,60,5,1,58,0,0,0,0,3,,0,0,0,1,0,,72,0.0,0.0,2,0.0,0,9774,,,,
5216,Andrés Iniesta Luján,Barcelona,94,3,1,94,1,2,6,1,2,,0,1,0,2,1,,96,0.0,0.0,8,0.0,1,9774,,,,
5246,Luis Alberto Suárez Díaz,Barcelona,57,4,0,35,1,1,3,0,0,,1,3,0,0,2,,35,0.0,0.0,3,0.0,4,9774,,,,
5470,Ivan Rakitić,Barcelona,87,6,2,82,5,0,1,2,4,,1,1,0,3,0,,104,0.0,0.0,8,0.0,0,9774,,,,
5492,Samuel Yves Umtiti,Barcelona,53,6,3,52,4,0,0,1,3,,0,2,0,1,1,,66,0.0,0.0,6,0.0,0,9774,,,,
5503,Lionel Andrés Messi Cuccittini,Barcelona,83,4,1,66,0,7,6,2,4,,0,1,0,0,2,,61,0.0,0.0,3,0.0,6,9774,,,,
5542,José Paulo Bezzera Maciel Júnior,Barcelona,71,7,0,58,1,0,1,1,6,,2,3,0,2,2,,63,0.0,0.0,4,0.0,4,9774,,,,
6038,John Guidetti,Deportivo Alavés,34,4,2,17,0,2,3,1,5,,3,1,0,1,1,,26,0.0,0.0,14,0.0,1,9774,,,,
6374,Nélson Cabral Semedo,Barcelona,45,3,0,42,3,0,0,2,2,,0,3,0,0,0,,58,0.0,0.0,7,0.0,0,9774,,,,
6379,Sergi Roberto Carnicer,Barcelona,25,3,0,25,2,1,1,1,4,,0,0,0,1,1,,31,0.0,0.0,3,0.0,1,9774,,,,
6402,Francisco Alcácer García,Barcelona,8,0,0,5,0,1,0,0,0,,0,1,0,0,0,,4,0.0,0.0,2,0.0,0,9774,,,,
6612,Rubén Duarte Sánchez,Deportivo Alavés,8,2,5,8,2,0,0,2,3,,2,1,0,3,0,,15,1.0,1.0,18,0.0,1,9774,,,,
