country,country_clean,roster_name,position,shirt_number,player_id,database_name,database_team,matched,match_method
Iraq (IRQ),Iraq,AIMAR SHER,Midfielder,20,,,,False,unmatched
Iraq (IRQ),Iraq,MARKO FARJI,Forward,21,,,,False,unmatched
Iraq (IRQ),Iraq,AHMED BASIL,Goalkeeper,22,,,,False,unmatched
Iraq (IRQ),Iraq,MERCHAS DOSKI,Defender,23,,,,False,unmatched
Iraq (IRQ),Iraq,ZAID ISMAEL,Midfielder,24,,,,False,unmatched
Iraq (IRQ),Iraq,MUSTAFA SAADOON,Defender,25,,,,False,unmatched
Iraq (IRQ),Iraq,FRANS PUTROS,Defender,26,,,,False,unmatched
Japan (JPN),Japan,SUZUKI Zion,Goalkeeper,1,,,,False,unmatched
Japan (JPN),Japan,SUGAWARA Yukinari,Defender,2,,,,False,unmatched
Japan (JPN),Japan,MACHINO Shuto,Forward,6,,,,False,unmatched
Japan (JPN),Japan,GOTO Keisuke,Forward,9,,,,False,unmatched
Japan (JPN),Japan,OSAKO Keisuke,Goalkeeper,12,,,,False,unmatched
Japan (JPN),Japan,NAKAMURA Keito,Midfielder,13,,,,False,unmatched
Japan (JPN),Japan,WATANABE Tsuyoshi,Defender,16,,,,False,unmatched
Japan (JPN),Japan,SUZUKI Yuito,Midfielder,17,,,,False,unmatched
Japan (JPN),Japan,OGAWA Koki,Forward,19,,,,False,unmatched
Japan (JPN),Japan,SEKO Ayumu,Defender,20,,,,False,unmatched
Japan (JPN),Japan,HAYAKAWA Tomoki,Goalkeeper,23,,,,False,unmatched
Japan (JPN),Japan,SANO Kaishu,Midfielder,24,,,,False,unmatched
Japan (JPN),Japan,SUZUKI Junnosuke,Defender,25,,,,False,unmatched
Japan (JPN),Japan,SHIOGAI Kento,Forward,26,,,,False,unmatched
Jordan (JOR),Jordan,YAZEED ABULAILA,Goalkeeper,1,,,,False,unmatched
Jordan (JOR),Jordan,MOHAMMAD ABUHASHEESH,Defender,2,,,,False,unmatched
Jordan (JOR),Jordan,ABDALLAH NASIB,Defender,3,,,,False,unmatched
Jordan (JOR),Jordan,HUSAM ABUDAHAB,Defender,4,,,,False,unmatched
Jordan (JOR),Jordan,YAZAN ALARAB,Defender,5,,,,False,unmatched
Jordan (JOR),Jordan,AMER JAMOUS,Midfielder,6,,,,False,unmatched
Jordan (JOR),Jordan,MOHAMMAD ABUZRAIQ,Forward,7,,,,False,unmatched
Jordan (JOR),Jordan,NOOR ALRAWABDEH,Midfielder,8,,,,False,unmatched
Jordan (JOR),Jordan,ALI OLWAN,Forward,9,,,,False,unmatched
Jordan (JOR),Jordan,MOUSA ALTAMARI,Forward,10,,,,False,unmatched
Jordan (JOR),Jordan,ODEH FAKHOURY,Forward,11,,,,False,unmatched
Jordan (JOR),Jordan,NOUR BANIATEYAH,Goalkeeper,12,,,,False,unmatched
Jordan (JOR),Jordan,MAHMOUD ALMARDI,Forward,13,,,,False,unmatched
Jordan (JOR),Jordan,RAJAEI AYED,Midfielder,14,,,,False,unmatched
Jordan (JOR),Jordan,IBRAHIM SADEH,Midfielder,15,,,,False,unmatched
Jordan (JOR),Jordan,MOHAMMAD ABUALNADI,Defender,16,,,,False,unmatched
Jordan (JOR),Jordan,SALEEM OBAID,Defender,17,,,,False,unmatched
Jordan (JOR),Jordan,MOHAMMAD ABUGHOUSH,Midfielder,18,,,,False,unmatched
Jordan (JOR),Jordan,SAED ALROSAN,Defender,19,,,,False,unmatched
Jordan (JOR),Jordan,MOHANNAD ABUTAHA,Midfielder,20,,,,False,unmatched
Jordan (JOR),Jordan,NIZAR ALRASHDAN,Midfielder,21,,,,False,unmatched
Jordan (JOR),Jordan,ABDALLAH ALFAKHORI,Goalkeeper,22,,,,False,unmatched
Jordan (JOR),Jordan,EHSAN HADDAD,Defender,23,,,,False,unmatched
Jordan (JOR),Jordan,ALI AZAIZEH,Forward,24,,,,False,unmatched
Jordan (JOR),Jordan,MOHAMMAD ALDAOUD,Midfielder,25,,,,False,unmatched
Jordan (JOR),Jordan,ANAS BADAWI,Defender,26,,,,False,unmatched
Korea Republic (KOR),Korea Republic,LEE Hanbeom,Defender,2,,,,False,unmatched
Korea Republic (KOR),Korea Republic,LEE Gihyuk,Midfielder,3,,,,False,unmatched
Korea Republic (KOR),Korea Republic,KIM Taehyeon,Defender,5,,,,False,unmatched
Korea Republic (KOR),Korea Republic,SONG Bumkeun,Goalkeeper,12,,,,False,unmatched
Korea Republic (KOR),Korea Republic,LEE Taeseok,Defender,13,,,,False,unmatched
Korea Republic (KOR),Korea Republic,CHO Wije,Defender,14,,,,False,unmatched
Korea Republic (KOR),Korea Republic,PARK Jinseob,Defender,16,,,,False,unmatched
Korea Republic (KOR),Korea Republic,BAE Junho,Midfielder,17,,,,False,unmatched
Korea Republic (KOR),Korea Republic,OH Hyeongyu,Forward,18,,,,False,unmatched
Korea Republic (KOR),Korea Republic,YANG Hyunjun,Midfielder,20,,,,False,unmatched
Korea Republic (KOR),Korea Republic,SEOL Youngwoo,Defender,22,,,,False,unmatched
Korea Republic (KOR),Korea Republic,CASTROP Jens,Defender,23,,,,False,unmatched
Korea Republic (KOR),Korea Republic,KIM Jingyu,Midfielder,24,,,,False,unmatched
Korea Republic (KOR),Korea Republic,EOM Jisung,Midfielder,25,,,,False,unmatched
Korea Republic (KOR),Korea Republic,LEE Donggyeong,Midfielder,26,,,,False,unmatched
Mexico (MEX),Mexico,RANGEL Raul,Goalkeeper,1,,,,False,unmatched
Mexico (MEX),Mexico,LIRA Erik,Midfielder,6,,,,False,unmatched
Mexico (MEX),Mexico,FIDALGO Alvaro,Midfielder,8,,,,False,unmatched
Mexico (MEX),Mexico,ACEVEDO Carlos,Goalkeeper,12,,,,False,unmatched
Mexico (MEX),Mexico,GONZALEZ Armando,Forward,14,,,,False,unmatched
Mexico (MEX),Mexico,VARGAS Obed,Midfielder,18,,,,False,unmatched
Mexico (MEX),Mexico,MORA Gilberto,Midfielder,19,,,,False,unmatched
Mexico (MEX),Mexico,CHAVEZ Mateo,Defender,20,,,,False,unmatched
Mexico (MEX),Mexico,GUTIERREZ Brian,Midfielder,26,,,,False,unmatched
Morocco (MAR),Morocco,SAADANE Marwane,Defender,5,,,,False,unmatched
Morocco (MAR),Morocco,BOUADDI Ayyoub,Midfielder,6,,,,False,unmatched
Morocco (MAR),Morocco,TALBI Chemsdine,Midfielder,7,,,,False,unmatched
Morocco (MAR),Morocco,RAHIMI Sou,Forward,9,,,,False,unmatched
Morocco (MAR),Morocco,DIAZ Brahim,Forward,10,,,,False,unmatched
Morocco (MAR),Morocco,EL KAJOUI,Goalkeeper,12,,,,False,unmatched
Morocco (MAR),Morocco,EL OUAHDI,Defender,13,,,,False,unmatched
Morocco (MAR),Morocco,DIOP Issa,Defender,14,,,,False,unmatched
Morocco (MAR),Morocco,EL MOURABET,Midfielder,15,,,,False,unmatched
Morocco (MAR),Morocco,YASSINE Gessime,Midfielder,16,,,,False,unmatched
Morocco (MAR),Morocco,SBAI Amine,Forward,17,,,,False,unmatched
Morocco (MAR),Morocco,RIAD Chadi,Defender,18,,,,False,unmatched
Morocco (MAR),Morocco,BELAMMARI Youssef,Defender,19,,,,False,unmatched
Morocco (MAR),Morocco,AMAIMOUNI Ayoube,Forward,21,,,,False,unmatched
Morocco (MAR),Morocco,TAGNAOUTI Ahmed,Goalkeeper,22,,,,False,unmatched
Morocco (MAR),Morocco,EL AYNAOUI,Midfielder,24,,,,False,unmatched
Morocco (MAR),Morocco,HALHAL Redouane,Defender,25,,,,False,unmatched
Morocco (MAR),Morocco,SALAH EDDINE,Defender,26,,,,False,unmatched
Netherlands (NED),Netherlands,VAN HECKE,Defender,6,,,,False,unmatched
Netherlands (NED),Netherlands,KLUIVERT Justin,Midfielder,7,,,,False,unmatched
Netherlands (NED),Netherlands,WIEFFER Mats,Defender,12,,,,False,unmatched
Netherlands (NED),Netherlands,ROEFS Robin,Goalkeeper,13,,,,False,unmatched
Netherlands (NED),Netherlands,TIL Guus,Midfielder,16,,,,False,unmatched
Netherlands (NED),Netherlands,BROBBEY Brian,Forward,19,,,,False,unmatched
Netherlands (NED),Netherlands,DE JONG,Midfielder,21,,,,False,unmatched
Netherlands (NED),Netherlands,FLEKKEN Mark,Goalkeeper,23,,,,False,unmatched
Netherlands (NED),Netherlands,SUMMERVILLE Crysencio,Forward,24,,,,False,unmatched
Netherlands (NED),Netherlands,HATO Jorrel,Defender,25,,,,False,unmatched
Netherlands (NED),Netherlands,TIMBER Quinten,Midfielder,26,,,,False,unmatched
New Zealand (NZL),New Zealand,CROCOMBE Max,Goalkeeper,1,,,,False,unmatched
New Zealand (NZL),New Zealand,PAYNE Tim,Defender,2,,,,False,unmatched
New Zealand (NZL),New Zealand,DE VRIES,Defender,3,,,,False,unmatched
New Zealand (NZL),New Zealand,BINDON Tyler,Defender,4,,,,False,unmatched
New Zealand (NZL),New Zealand,BOXALL Michael,Defender,5,,,,False,unmatched
New Zealand (NZL),New Zealand,BELL Joe,Midfielder,6,,,,False,unmatched
New Zealand (NZL),New Zealand,ROGERSON Logan,Forward,7,,,,False,unmatched
New Zealand (NZL),New Zealand,STAMENIC Marko,Midfielder,8,,,,False,unmatched
New Zealand (NZL),New Zealand,WOOD Chris,Forward,9,,,,False,unmatched
New Zealand (NZL),New Zealand,SINGH Sarpreet,Midfielder,10,,,,False,unmatched
New Zealand (NZL),New Zealand,JUST Elijah,Midfielder,11,,,,False,unmatched
New Zealand (NZL),New Zealand,PAULSEN Alex,Goalkeeper,12,,,,False,unmatched
New Zealand (NZL),New Zealand,CACACE Liberato,Defender,13,,,,False,unmatched
New Zealand (NZL),New Zealand,RUFER Alex,Midfielder,14,,,,False,unmatched
New Zealand (NZL),New Zealand,PIJNAKER Nando,Defender,15,,,,False,unmatched
New Zealand (NZL),New Zealand,SURMAN Finn,Defender,16,,,,False,unmatched
New Zealand (NZL),New Zealand,BARBAROUSES Kosta,Forward,17,,,,False,unmatched
New Zealand (NZL),New Zealand,WAINE Ben,Forward,18,,,,False,unmatched
New Zealand (NZL),New Zealand,OLD Ben,Midfielder,19,,,,False,unmatched
New Zealand (NZL),New Zealand,McCOWATT Callum,Midfielder,20,,,,False,unmatched
New Zealand (NZL),New Zealand,RANDALL Jesse,Forward,21,,,,False,unmatched
New Zealand (NZL),New Zealand,WOUD Michael,Goalkeeper,22,,,,False,unmatched
New Zealand (NZL),New Zealand,THOMAS Ryan,Midfielder,23,,,,False,unmatched
New Zealand (NZL),New Zealand,ELLIOT Callan,Defender,24,,,,False,unmatched
New Zealand (NZL),New Zealand,BAYLISS Lachlan,Midfielder,25,,,,False,unmatched
New Zealand (NZL),New Zealand,SMITH Tommy,Defender,26,,,,False,unmatched
Norway (NOR),Norway,NYLAND Orjan,Goalkeeper,1,,,,False,unmatched
Norway (NOR),Norway,THORSBY Morten,Midfielder,2,,,,False,unmatched
Norway (NOR),Norway,AJER Kristoffer,Defender,3,,,,False,unmatched
Norway (NOR),Norway,OSTIGARD Leo,Defender,4,,,,False,unmatched
Norway (NOR),Norway,MOLLER WOLFE,Defender,5,,,,False,unmatched
Norway (NOR),Norway,BERG Patrick,Midfielder,6,,,,False,unmatched
Norway (NOR),Norway,SORLOTH Alexander,Forward,7,,,,False,unmatched
Norway (NOR),Norway,BERGE Sander,Midfielder,8,,,,False,unmatched
Norway (NOR),Norway,HAALAND Erling,Forward,9,,,,False,unmatched
Norway (NOR),Norway,ODEGAARD Martin,Midfielder,10,,,,False,unmatched
Norway (NOR),Norway,STRAND LARSEN,Forward,11,,,,False,unmatched
Norway (NOR),Norway,TANGVIK Sander,Goalkeeper,12,,,,False,unmatched
Norway (NOR),Norway,SELVIK Egil,Goalkeeper,13,,,,False,unmatched
Norway (NOR),Norway,AURSNES Fredrik,Midfielder,14,,,,False,unmatched
Norway (NOR),Norway,BJORKAN Fredrik,Defender,15,,,,False,unmatched
Norway (NOR),Norway,HOLMGREN PEDERSEN,Defender,16,,,,False,unmatched
Norway (NOR),Norway,HEGGEM Torbjorn,Defender,17,,,,False,unmatched
Norway (NOR),Norway,THORSTVEDT Kristian,Midfielder,18,,,,False,unmatched
Norway (NOR),Norway,AASGAARD Thelo,Midfielder,19,,,,False,unmatched
Norway (NOR),Norway,NUSA Antonio,Forward,20,,,,False,unmatched
Norway (NOR),Norway,SCHJELDERUP Andreas,Midfielder,21,,,,False,unmatched
Norway (NOR),Norway,BOBB Oscar,Midfielder,22,,,,False,unmatched
Norway (NOR),Norway,HAUGE Jens,Midfielder,23,,,,False,unmatched
Norway (NOR),Norway,LANGAS Sondre,Defender,24,,,,False,unmatched
Norway (NOR),Norway,FALCHENER Henrik,Defender,25,,,,False,unmatched
Norway (NOR),Norway,RYERSON Julian,Forward,26,,,,False,unmatched
Panama (PAN),Panama,MEJIA Luis,Goalkeeper,1,,,,False,unmatched
Panama (PAN),Panama,RODRIGUEZ Tomas,Forward,9,,,,False,unmatched
Panama (PAN),Panama,SAMUDIO Cesar,Goalkeeper,12,,,,False,unmatched
Panama (PAN),Panama,RAMOS Jiovany,Defender,13,,,,False,unmatched
Panama (PAN),Panama,ANDRADE Andres,Defender,16,,,,False,unmatched
Panama (PAN),Panama,WATERMAN Cecilio,Forward,18,,,,False,unmatched
Panama (PAN),Panama,QUINTERO Alberto,Midfielder,19,,,,False,unmatched
Panama (PAN),Panama,LONDONO Azarias,Forward,24,,,,False,unmatched
Panama (PAN),Panama,GUTIERREZ Jorge,Defender,26,,,,False,unmatched
Paraguay (PAR),Paraguay,FERNANDEZ Gatito,Goalkeeper,1,,,,False,unmatched
Paraguay (PAR),Paraguay,CACERES Juan,Defender,4,,,,False,unmatched
Paraguay (PAR),Paraguay,ALONSO Junior,Defender,6,,,,False,unmatched
Paraguay (PAR),Paraguay,GOMEZ Diego,Midfielder,8,,,,False,unmatched
Paraguay (PAR),Paraguay,SANABRIA Antonio,Forward,9,,,,False,unmatched
Paraguay (PAR),Paraguay,MAURICIO Mauricio,Midfielder,11,,,,False,unmatched
Paraguay (PAR),Paraguay,GILL Orlando,Goalkeeper,12,,,,False,unmatched
Paraguay (PAR),Paraguay,CANALE Jose,Defender,13,,,,False,unmatched
Paraguay (PAR),Paraguay,GOMEZ Gustavo,Defender,15,,,,False,unmatched
Paraguay (PAR),Paraguay,OJEDA Braian,Midfielder,20,,,,False,unmatched
Paraguay (PAR),Paraguay,AVALOS Gabriel,Forward,21,,,,False,unmatched
Paraguay (PAR),Paraguay,OLVEIRA Gaston,Goalkeeper,22,,,,False,unmatched
Paraguay (PAR),Paraguay,GALARZA Matias,Midfielder,23,,,,False,unmatched
Paraguay (PAR),Paraguay,CABALLERO Gustavo,Midfielder,24,,,,False,unmatched
Paraguay (PAR),Paraguay,PITTA Isidro,Forward,25,,,,False,unmatched
Paraguay (PAR),Paraguay,MAIDANA Alexandro,Defender,26,,,,False,unmatched
Portugal (POR),Portugal,TOMAS ARAUJO,Defender,4,,,,False,unmatched
Portugal (POR),Portugal,JOSE SA,Goalkeeper,12,,,,False,unmatched
Portugal (POR),Portugal,RENATO VEIGA,Defender,13,,,,False,unmatched
Portugal (POR),Portugal,FRANCISCO TRINCAO,Forward,16,,,,False,unmatched
Portugal (POR),Portugal,RUI SILVA,Goalkeeper,22,,,,False,unmatched
Portugal (POR),Portugal,SAMU COSTA,Defender,24,,,,False,unmatched
Qatar (QAT),Qatar,MAHMOUD ABUNADA,Goalkeeper,1,,,,False,unmatched
Qatar (QAT),Qatar,LUCAS MENDES,Defender,3,,,,False,unmatched
Qatar (QAT),Qatar,ISSA LAYE,Defender,4,,,,False,unmatched
Qatar (QAT),Qatar,JASSEM GABER,Defender,5,,,,False,unmatched
Qatar (QAT),Qatar,EDMILSON JUNIOR,Forward,8,,,,False,unmatched
Qatar (QAT),Qatar,AYOUB ALOUI,Defender,13,,,,False,unmatched
Qatar (QAT),Qatar,YUSUF ABDURISAG,Forward,15,,,,False,unmatched
Qatar (QAT),Qatar,AHMED ALGANEHI,Midfielder,17,,,,False,unmatched
Qatar (QAT),Qatar,SULTAN ALBRAKE,Defender,18,,,,False,unmatched
Qatar (QAT),Qatar,AHMED FATHY,Midfielder,20,,,,False,unmatched
Qatar (QAT),Qatar,SALAH ZAKARIA,Goalkeeper,21,,,,False,unmatched
Qatar (QAT),Qatar,TAHSIN MOHAMMED,Forward,24,,,,False,unmatched
Qatar (QAT),Qatar,ALHASHMI ALHUSSEIN,Defender,25,,,,False,unmatched
Qatar (QAT),Qatar,MOHAMED MANAI,Forward,26,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,NAWAF ALAQIDI,Goalkeeper,1,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ALI MAJRASHI,Defender,2,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ALI LAJAMI,Defender,3,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,MUSAB ALJUWAYR,Midfielder,7,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,AIMAN YAHYA,Forward,8,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,NAWAF BU,Defender,13,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,HASSAN KADISH,Defender,14,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ABDULLAH ALKHAIBARI,Midfielder,15,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ZIYAD ALJOHANI,Midfielder,16,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,KHALID ALGHANNAM,Forward,17,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ALA ALHAJJI,Midfielder,18,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,ABDULLAH ALHAMDDAN,Forward,19,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,SULTAN MANDASH,Forward,20,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,AHMED ALKASSAR,Goalkeeper,22,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,MOTEB ALHARBI,Defender,24,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,JEHAD THIKRI,Defender,25,,,,False,unmatched
Saudi Arabia (KSA),Saudi Arabia,MOHAMMED ABU,Defender,26,,,,False,unmatched
Scotland (SCO),Scotland,HICKEY Aaron,Defender,2,,,,False,unmatched
Scotland (SCO),Scotland,FLETCHER Tyler,Midfielder,8,,,,False,unmatched
Scotland (SCO),Scotland,KELLY Liam,Goalkeeper,12,,,,False,unmatched
Scotland (SCO),Scotland,STEWART Ross,Forward,14,,,,False,unmatched
Scotland (SCO),Scotland,SOUTTAR John,Defender,15,,,,False,unmatched
Scotland (SCO),Scotland,HYAM Dominic,Defender,16,,,,False,unmatched
Scotland (SCO),Scotland,GANNON-DOAK Ben,Forward,17,,,,False,unmatched
Scotland (SCO),Scotland,HIRST George,Forward,18,,,,False,unmatched
Scotland (SCO),Scotland,FERGUSON Lewis,Midfielder,19,,,,False,unmatched
Scotland (SCO),Scotland,GORDON Craig,Goalkeeper,21,,,,False,unmatched
Scotland (SCO),Scotland,CURTIS Findlay,Forward,25,,,,False,unmatched
Senegal (SEN),Senegal,DIOUF Yehvann,Goalkeeper,1,,,,False,unmatched
Senegal (SEN),Senegal,SARR Mamadou,Defender,2,,,,False,unmatched
Senegal (SEN),Senegal,DIAO Assane,Forward,7,,,,False,unmatched
Senegal (SEN),Senegal,NDIAYE Cherif,Forward,12,,,,False,unmatched
Senegal (SEN),Senegal,MBAYE Ibrahim,Forward,20,,,,False,unmatched
Senegal (SEN),Senegal,DIARRA Habib,Midfielder,21,,,,False,unmatched
Senegal (SEN),Senegal,NDIAYE Bara,Midfielder,22,,,,False,unmatched
Senegal (SEN),Senegal,DIAW Mory,Goalkeeper,23,,,,False,unmatched
Senegal (SEN),Senegal,MENDY Antoine,Defender,24,,,,False,unmatched
Senegal (SEN),Senegal,DIOUF El,Defender,25,,,,False,unmatched
South Africa (RSA),South Africa,MATULUDI Thabang,Defender,2,,,,False,unmatched
South Africa (RSA),South Africa,NDAMANE Khulumani,Defender,3,,,,False,unmatched
South Africa (RSA),South Africa,MBATHA Thalente,Midfielder,5,,,,False,unmatched
South Africa (RSA),South Africa,MOREMI Tshepang,Forward,8,,,,False,unmatched
South Africa (RSA),South Africa,FOSTER Lyle,Forward,9,,,,False,unmatched
South Africa (RSA),South Africa,MOFOKENG Relebohile,Forward,10,,,,False,unmatched
South Africa (RSA),South Africa,MBOKAZI Mbekezeli,Defender,14,,,,False,unmatched
South Africa (RSA),South Africa,RAYNERS Iqraam,Forward,15,,,,False,unmatched
South Africa (RSA),South Africa,CHAINE Sipho,Goalkeeper,16,,,,False,unmatched
South Africa (RSA),South Africa,KABINI Samukele,Defender,18,,,,False,unmatched
South Africa (RSA),South Africa,OKON Ime,Defender,21,,,,False,unmatched
South Africa (RSA),South Africa,GOSS Ricardo,Goalkeeper,22,,,,False,unmatched
South Africa (RSA),South Africa,MAKHANYA Olwethu,Defender,24,,,,False,unmatched
South Africa (RSA),South Africa,SEBELEBELE Kamogelo,Forward,25,,,,False,unmatched
South Africa (RSA),South Africa,CROSS Bradley,Defender,26,,,,False,unmatched
Spain (ESP),Spain,PUBILL Marc,Defender,2,,,,False,unmatched
Spain (ESP),Spain,PINO Yeremy,Forward,11,,,,False,unmatched
Spain (ESP),Spain,PORRO Pedro,Defender,12,,,,False,unmatched
Spain (ESP),Spain,GARCIA Joan,Goalkeeper,13,,,,False,unmatched
Spain (ESP),Spain,CUBARSI Pau,Defender,22,,,,False,unmatched
Spain (ESP),Spain,MUNOZ Victor,Forward,25,,,,False,unmatched
Spain (ESP),Spain,IGLESIAS Borja,Forward,26,,,,False,unmatched
Sweden (SWE),Sweden,WIDELL ZETTERSTROM,Goalkeeper,1,,,,False,unmatched
Sweden (SWE),Sweden,LAGERBIELKE Gustaf,Defender,2,,,,False,unmatched
Sweden (SWE),Sweden,HIEN Isak,Defender,4,,,,False,unmatched
Sweden (SWE),Sweden,GUDMUNDSSON Gabriel,Defender,5,,,,False,unmatched
Sweden (SWE),Sweden,JOHANSSON Herman,Defender,6,,,,False,unmatched
Sweden (SWE),Sweden,BERGVALL Lucas,Midfielder,7,,,,False,unmatched
Sweden (SWE),Sweden,SVENSSON Daniel,Defender,8,,,,False,unmatched
Sweden (SWE),Sweden,NYGREN Benjamin,Midfielder,10,,,,False,unmatched
Sweden (SWE),Sweden,ELANGA Anthony,Forward,11,,,,False,unmatched
Sweden (SWE),Sweden,JOHANSSON Viktor,Goalkeeper,12,,,,False,unmatched
Sweden (SWE),Sweden,SEMA Ken,Midfielder,13,,,,False,unmatched
Sweden (SWE),Sweden,EKDAL Hjalmar,Defender,14,,,,False,unmatched
Sweden (SWE),Sweden,STARFELT Carl,Defender,15,,,,False,unmatched
Sweden (SWE),Sweden,KARLSTROM Jesper,Midfielder,16,,,,False,unmatched
Sweden (SWE),Sweden,GYOKERES Viktor,Forward,17,,,,False,unmatched
Sweden (SWE),Sweden,AYARI Yasin,Midfielder,18,,,,False,unmatched
Sweden (SWE),Sweden,SVANBERG Mattias,Midfielder,19,,,,False,unmatched
Sweden (SWE),Sweden,SMITH Eric,Defender,20,,,,False,unmatched
Sweden (SWE),Sweden,BERNHARDSSON Alexander,Defender,21,,,,False,unmatched
Sweden (SWE),Sweden,ZENELI Besfort,Midfielder,22,,,,False,unmatched
Sweden (SWE),Sweden,NORDFELDT Kristoffer,Goalkeeper,23,,,,False,unmatched
Sweden (SWE),Sweden,STROUD Elliot,Defender,24,,,,False,unmatched
Sweden (SWE),Sweden,NILSSON Gustaf,Forward,25,,,,False,unmatched
Sweden (SWE),Sweden,ALI Taha,Forward,26,,,,False,unmatched
Switzerland (SUI),Switzerland,MUHEIM Miro,Defender,2,,,,False,unmatched
Switzerland (SUI),Switzerland,MANZAMBI Johan,Midfielder,9,,,,False,unmatched
Switzerland (SUI),Switzerland,MVOGO Yvon,Goalkeeper,12,,,,False,unmatched
Switzerland (SUI),Switzerland,KELLER Marvin,Goalkeeper,21,,,,False,unmatched
Switzerland (SUI),Switzerland,AMENDA Aurele,Defender,24,,,,False,unmatched
Switzerland (SUI),Switzerland,JAQUEZ Luca,Defender,25,,,,False,unmatched
Switzerland (SUI),Switzerland,ITTEN Cedric,Forward,26,,,,False,unmatched
Tunisia (TUN),Tunisia,CHAMAKH Mouhib,Goalkeeper,1,,,,False,unmatched
Tunisia (TUN),Tunisia,REKIK Omar,Defender,4,,,,False,unmatched
Tunisia (TUN),Tunisia,AROUS Adam,Defender,5,,,,False,unmatched
Tunisia (TUN),Tunisia,SAAD Elias,Forward,8,,,,False,unmatched
Tunisia (TUN),Tunisia,MASTOURI Hazem,Forward,9,,,,False,unmatched
Tunisia (TUN),Tunisia,GHARBI Ismael,Midfielder,11,,,,False,unmatched
Tunisia (TUN),Tunisia,BEN OUANES,Defender,12,,,,False,unmatched
Tunisia (TUN),Tunisia,KHEDIRA Rani,Midfielder,13,,,,False,unmatched
Tunisia (TUN),Tunisia,AYARI Khalil,Midfielder,14,,,,False,unmatched
Tunisia (TUN),Tunisia,HADJ MAHMOUD,Midfielder,15,,,,False,unmatched
Tunisia (TUN),Tunisia,ELLOUMI Rayan,Forward,18,,,,False,unmatched
Tunisia (TUN),Tunisia,CHAOUAT Firas,Forward,19,,,,False,unmatched
Tunisia (TUN),Tunisia,VALERY Yan,Defender,20,,,,False,unmatched
Tunisia (TUN),Tunisia,BEN HMIDA,Defender,21,,,,False,unmatched
Tunisia (TUN),Tunisia,BEN HESSEN,Goalkeeper,22,,,,False,unmatched
Tunisia (TUN),Tunisia,NEFFATI Moutaz,Defender,23,,,,False,unmatched
Tunisia (TUN),Tunisia,CHIKHAOUI Raed,Defender,24,,,,False,unmatched
Tunisia (TUN),Tunisia,TOUNEKTI Sebastian,Midfielder,26,,,,False,unmatched
Türkiye (TUR),Türkiye,GUL Deniz,Forward,9,,,,False,unmatched
Türkiye (TUR),Türkiye,ELMALI Eren,Defender,13,,,,False,unmatched
Türkiye (TUR),Türkiye,KABAK Ozan,Defender,15,,,,False,unmatched
Türkiye (TUR),Türkiye,AYDIN Oguz,Forward,24,,,,False,unmatched
Türkiye (TUR),Türkiye,UZUN Can,Forward,26,,,,False,unmatched
USA (USA),USA,TRUSTY Auston,Defender,6,,,,False,unmatched
USA (USA),USA,ROBINSON Miles,Defender,12,,,,False,unmatched
USA (USA),USA,BERHALTER Sebastian,Midfielder,14,,,,False,unmatched
USA (USA),USA,ROLDAN Cristian,Midfielder,15,,,,False,unmatched
USA (USA),USA,FREEMAN Alex,Defender,16,,,,False,unmatched
USA (USA),USA,ARFSTEN Max,Defender,18,,,,False,unmatched
USA (USA),USA,McKENZIE Mark,Defender,22,,,,False,unmatched
USA (USA),USA,FREESE Matt,Goalkeeper,24,,,,False,unmatched
USA (USA),USA,BRADY Chris,Goalkeeper,25,,,,False,unmatched
USA (USA),USA,ZENDEJAS Alex,Forward,26,,,,False,unmatched
Uruguay (URU),Uruguay,MELE Santiago,Goalkeeper,12,,,,False,unmatched
Uruguay (URU),Uruguay,MARTINEZ Emiliano,Midfielder,15,,,,False,unmatched
Uruguay (URU),Uruguay,AGUIRRE Rodrigo,Forward,19,,,,False,unmatched
Uruguay (URU),Uruguay,VINAS Federico,Forward,21,,,,False,unmatched
Uruguay (URU),Uruguay,PIQUEREZ Joaquin,Midfielder,22,,,,False,unmatched
Uruguay (URU),Uruguay,BUENO Santiago,Defender,24,,,,False,unmatched
Uruguay (URU),Uruguay,SANABRIA Juan,Midfielder,25,,,,False,unmatched
Uruguay (URU),Uruguay,ZALAZAR Rodrigo,Midfielder,26,,,,False,unmatched
